image_path,mask_path,split,px_class0,px_class1,px_class2,px_class3,px_class4,px_class5,px_class6,px_class7
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_008677_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_008677_gtFine_labelIds.png,train,235294,835559,814755,9722,0,464,67581,133777
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_008784_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_008784_gtFine_labelIds.png,train,251122,481604,704519,4977,17371,53558,10461,573540
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_009110_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_009110_gtFine_labelIds.png,train,237596,617766,635098,32937,7207,52297,0,514251
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_009619_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_009619_gtFine_labelIds.png,train,268665,760323,717186,28263,48488,81210,1675,191342
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_010049_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_010049_gtFine_labelIds.png,train,250575,958585,171249,47176,290394,242866,16290,120017
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_010372_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_010372_gtFine_labelIds.png,train,319068,766116,474721,80906,220682,0,5332,230327
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_010816_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_010816_gtFine_labelIds.png,train,235336,809404,548160,32708,353304,70097,10294,37849
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_011225_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_011225_gtFine_labelIds.png,train,244289,961537,418208,65932,256483,107598,1539,41566
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_011880_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_011880_gtFine_labelIds.png,train,236605,838424,524360,61864,216787,40407,5176,173529
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_012070_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_012070_gtFine_labelIds.png,train,379599,779762,435030,24534,374819,16020,214,87174
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_012934_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_012934_gtFine_labelIds.png,train,271227,902397,418215,21998,447585,35730,0,0
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_013223_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_013223_gtFine_labelIds.png,train,244466,925404,179422,75342,457953,69805,19007,125753
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_013322_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_013322_gtFine_labelIds.png,train,275515,916600,268048,57659,371973,60618,9512,137227
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_013574_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_013574_gtFine_labelIds.png,train,245108,763497,762424,39067,167848,67644,11804,39760
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_013654_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_013654_gtFine_labelIds.png,train,451634,693623,683642,75338,77100,42860,48477,24478
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_013863_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_013863_gtFine_labelIds.png,train,486456,813231,614928,93071,3678,47750,26686,11352
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_013944_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_013944_gtFine_labelIds.png,train,986461,468011,453284,91115,22351,24564,35522,15844
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014066_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014066_gtFine_labelIds.png,train,385630,762200,751416,84889,44429,17293,35862,15433
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014101_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014101_gtFine_labelIds.png,train,489704,630020,622227,156279,102778,45040,20281,30823
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014235_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014235_gtFine_labelIds.png,train,293668,817741,725124,32625,11630,31873,202,184289
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014416_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014416_gtFine_labelIds.png,train,284962,706895,657039,36002,27486,34655,2315,347798
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014503_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014503_gtFine_labelIds.png,train,299330,780119,662537,46405,52729,24232,21330,210470
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014584_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014584_gtFine_labelIds.png,train,479358,661288,784199,26157,83113,17784,10841,34412
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014743_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014743_gtFine_labelIds.png,train,243942,660834,633370,20170,6481,29659,420,502276
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_014931_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_014931_gtFine_labelIds.png,train,234519,680255,522627,10576,24522,19753,4013,600887
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_015131_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_015131_gtFine_labelIds.png,train,329960,657979,671598,24678,31900,0,3404,377633
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_015506_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_015506_gtFine_labelIds.png,train,234956,895396,628912,61057,149527,45878,63474,17952
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_015602_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_015602_gtFine_labelIds.png,train,240128,911865,582903,92030,81600,58082,120656,9888
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_015764_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_015764_gtFine_labelIds.png,train,244323,945746,551326,28000,199689,38508,79987,9573
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_016024_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_016024_gtFine_labelIds.png,train,324220,875459,530811,31027,197769,48561,67795,21510
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_016247_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_016247_gtFine_labelIds.png,train,255893,844007,465109,46471,348976,75450,61246,0
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_016311_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_016311_gtFine_labelIds.png,train,241449,938512,262489,59121,451186,35713,108682,0
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_016436_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_016436_gtFine_labelIds.png,train,239502,820989,494364,24942,384634,49693,81030,1998
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017044_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017044_gtFine_labelIds.png,train,279809,827642,577726,31651,181721,40865,134292,23446
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017081_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017081_gtFine_labelIds.png,train,288558,831166,619148,52602,86816,36741,151047,31074
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017159_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017159_gtFine_labelIds.png,train,237936,894809,553539,24166,116797,250812,6483,12610
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017283_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017283_gtFine_labelIds.png,train,273509,883906,342555,42187,170468,149475,12269,222783
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017450_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017450_gtFine_labelIds.png,train,315567,888996,454649,60254,200537,125863,16136,35150
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017593_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017593_gtFine_labelIds.png,train,403928,750414,588286,34549,246796,0,3142,70037
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_017761_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_017761_gtFine_labelIds.png,train,228899,751677,334248,7005,409701,15910,5353,344359
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_018153_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_018153_gtFine_labelIds.png,train,230159,681431,1001380,8375,113109,654,62044,0
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_018358_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_018358_gtFine_labelIds.png,train,234775,767318,827920,16265,0,0,21314,229560
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_018616_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_018616_gtFine_labelIds.png,train,282645,884427,787824,5757,55144,0,0,81355
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_018874_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_018874_gtFine_labelIds.png,train,228882,645647,741331,1333,0,2718,0,477241
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_019050_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_019050_gtFine_labelIds.png,train,228368,599699,894697,5750,0,0,0,368638
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_019229_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_019229_gtFine_labelIds.png,train,286285,495215,1175901,14941,1650,0,29821,93339
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_019355_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_019355_gtFine_labelIds.png,train,956931,0,805117,1169,62117,0,14248,257570
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_019617_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_019617_gtFine_labelIds.png,train,815895,242149,741411,38506,42161,72989,1265,142776
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_019891_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_019891_gtFine_labelIds.png,train,426695,627197,739392,36072,101774,52003,22201,91818
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_020432_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_020432_gtFine_labelIds.png,train,279974,979338,557820,31902,186460,29258,12928,19472
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_020653_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_020653_gtFine_labelIds.png,train,233213,855184,523763,2645,133783,3577,6413,338574
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_021231_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_021231_gtFine_labelIds.png,train,297803,825500,502679,67570,321338,26273,0,55989
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_021651_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_021651_gtFine_labelIds.png,train,529959,514486,541734,34195,374660,98731,2108,1279
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_022067_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_022067_gtFine_labelIds.png,train,553092,621312,504467,63403,106263,140989,14653,92973
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_022489_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_022489_gtFine_labelIds.png,train,546409,650194,541350,28842,173451,76523,523,79860
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_023064_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_023064_gtFine_labelIds.png,train,297086,956607,568135,74327,85464,62887,8699,43947
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_023694_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_023694_gtFine_labelIds.png,train,242650,973075,277180,54144,409091,121704,4932,14376
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_023854_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_023854_gtFine_labelIds.png,train,228398,814632,428073,74779,179180,372090,0,0
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_024179_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_024179_gtFine_labelIds.png,train,248598,951066,359905,42597,392574,30149,0,72263
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_024945_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_024945_gtFine_labelIds.png,train,250172,895221,425377,15927,307733,142337,7541,52844
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_025089_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_025089_gtFine_labelIds.png,train,282266,934706,458368,50012,208493,119016,6939,37352
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_025268_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_025268_gtFine_labelIds.png,train,243686,885806,405416,38355,312494,97755,7447,106193
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_025351_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_025351_gtFine_labelIds.png,train,277864,796816,620416,29127,118727,24363,18812,211027
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_025491_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_025491_gtFine_labelIds.png,train,237675,856860,773180,26922,131203,6280,15104,49928
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_000294_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_000294_gtFine_labelIds.png,val,242453,793346,823070,37019,42120,37067,6821,115256
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_000576_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_000576_gtFine_labelIds.png,val,231959,764756,553904,14887,178722,31328,4712,316884
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_001016_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_001016_gtFine_labelIds.png,val,228477,754007,765420,20304,24456,0,39729,264759
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_001236_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_001236_gtFine_labelIds.png,val,250299,820424,81433,29908,539723,72207,14107,289051
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_001751_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_001751_gtFine_labelIds.png,val,413500,847000,406474,21556,110527,101194,5779,191122
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_002196_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_002196_gtFine_labelIds.png,val,262403,892225,617602,29589,3187,98537,19306,174303
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_002963_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_002963_gtFine_labelIds.png,val,241792,887496,265887,67545,369077,96049,0,169306
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_003025_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_003025_gtFine_labelIds.png,val,283095,863404,224547,70284,322547,106199,978,226098
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_003357_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_003357_gtFine_labelIds.png,val,285842,810709,206834,49370,332130,111830,0,300437
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_003920_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_003920_gtFine_labelIds.png,val,252495,931144,291342,54903,421497,30732,2453,112586
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_004617_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_004617_gtFine_labelIds.png,val,361240,823896,138422,59089,584002,92449,0,38054
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_005543_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_005543_gtFine_labelIds.png,val,374876,683884,190836,91124,448882,155893,2262,149395
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_005898_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_005898_gtFine_labelIds.png,val,243613,939237,19829,72294,667281,32082,7369,115447
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_006589_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_006589_gtFine_labelIds.png,val,261822,803726,300974,38792,588498,26652,0,76688
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_007365_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_007365_gtFine_labelIds.png,val,229844,672448,250186,48382,743897,59798,167,92430
..\data\leftImg8bit\val\frankfurt\frankfurt_000000_008206_leftImg8bit.png,..\data\gtFine\val\frankfurt\frankfurt_000000_008206_gtFine_labelIds.png,val,243119,912634,178159,78451,522728,83430,11772,66859
